Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
countrywide	2.33	2	2	0.666666666666667	6	2,3,2,2,3,2
haunt	-2.12	-2	-2	0.875	8	-2,-3,-2,-2,-2,-2,-2,-2
appeal	1.71	2	2	0.571428571428571	7	2,2,2,0,3,2,1
metastatic	-2.00	-2	-2	0.75	8	-2,-3,-2,-2,-2,-2,-2,-1
guest speaker	2.29	2	2	0.714285714285714	7	2,2,3,3,2,2,2
disabled	0.78	1	1	0.444444444444444	9	-1,1,1,0,0,1,2,1,2
demure	1.75	2	2	0.75	8	2,2,1,1,2,2,2,2
fine art	2.09	2	2	0.909090909090909	11	2,2,2,2,2,2,2,2,2,2,3
counteraccusation	-1.60	-2	-2	0.7	10	-2,-2,-2,-2,-2,-2,-1,-2,-1,0
exult	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
unconfidently	-1.50	-2	-1	0.583333333333333	12	-1,-1,-1,-1,-1,-1,-2,-1,-2,-2,-3,-2
spin out	-1.78	-2	-2	0.777777777777778	9	-2,-2,-2,-2,-2,-2,-2,-1,-1
nemeses	-1.78	-2	-2	0.888888888888889	9	-2,-2,-2,-2,-2,-2,0,-2,-2
voodoo	-2.12	-2	-2	0.875	8	-2,-2,-2,-2,-2,-2,-3,-2
ache	-1.14	-1	-1	0.857142857142857	7	-1,-1,-2,-1,-1,-1,-1
do out	-0.29	0	0	0.714285714285714	7	0,0,-1,0,0,-1,0
swifter	0.82	1	0	0.545454545454545	11	0,2,0,0,0,0,2,0,1,2,2
rival	-1.62	-2	-2	0.625	8	-1,-2,-2,-2,-1,-2,-2,-1
capped	-0.67	-1	0	0.555555555555556	9	-2,0,0,-1,0,-1,0,0,-2
spinsterhood	-1.71	-2	-2	0.714285714285714	7	-1,-2,-2,-2,-2,-2,-1
foreclosable	-0.62	-1	0	0.625	8	0,0,0,-1,0,0,-2,-2
malevolently	-3.00	-3	-3	1	9	-3,-3,-3,-3,-3,-3,-3,-3,-3
cretinous	-2.80	-3	-3	0.9	10	-3,-3,-3,-3,-3,-3,-3,-3,-1,-3
blood red	-1.50	-2	-2	0.5	6	-1,-2,-1,-1,-2,-2
arrest warrant	-2.25	-2	-2	0.75	8	-2,-2,-2,-2,-2,-3,-2,-3
contrite	2.64	3	3	0.636363636363636	11	3,3,3,3,3,3,3,2,2,2,2
disaster	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
hubris	-2.50	-3	-3	0.5	10	-3,-2,-3,-2,-2,-2,-2,-3,-3,-3
bloodstain	-2.50	-3	-3	0.5	8	-2,-2,-3,-3,-2,-3,-3,-2
dolefully	-1.57	-2	-2	0.571428571428571	7	-2,-2,-2,-1,-1,-1,-2
slow progress	-0.71	-1	-1	0.857142857142857	7	-1,-1,1,-1,-1,-1,-1
motorhome	1.43	1	2	0.571428571428571	7	0,2,2,2,2,1,1
bloom	2.88	3	3	0.875	8	3,2,3,3,3,3,3,3
misgovern	-2.90	-3	-3	0.9	10	-3,-3,-3,-2,-3,-3,-3,-3,-3,-3
medicare	2.67	3	3	0.666666666666667	6	3,3,2,3,2,3
nonalcoholic	1.86	2	2	0.857142857142857	7	2,2,2,2,2,2,1
concertgoer	2.88	3	3	0.875	8	3,3,3,3,3,3,2,3
hotel	2.20	2	2	0.8	10	2,2,3,2,2,3,2,2,2,2
tahiti	2.38	2	3	0.5	8	3,1,2,3,2,3,3,2
chucker	-0.86	-1	0	0.428571428571429	7	-1,-1,0,0,0,-2,-2
shoot off	-1.00	-1	-1	1	7	-1,-1,-1,-1,-1,-1,-1
public library	2.57	3	3	0.571428571428571	7	3,2,2,3,3,3,2
proneness	-0.50	-1	-1	0.375	8	-1,-1,0,1,-1,0,0,-2
meditation	3.00	3	3	1	7	3,3,3,3,3,3,3
staleness	-1.71	-2	-2	0.857142857142857	7	-2,-2,-2,0,-2,-2,-2
unhappiness	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
translation	1.00	1	1	0.5	8	0,1,2,1,0,1,1,2
watchfulness	2.11	2	2	0.555555555555556	9	3,2,3,3,2,2,2,0,2
christmas present	3.00	3	3	1	7	3,3,3,3,3,3,3
multifunctional	1.09	1	2	0.363636363636364	11	0,1,0,2,0,2,2,2,1,1,1
smasher	-1.88	-2	-2	0.625	8	-1,-2,-2,-2,-2,-1,-3,-2
dog poop	-2.71	-3	-3	0.714285714285714	7	-3,-3,-3,-3,-3,-2,-2
motivated	1.75	2	2	0.5	8	2,0,2,0,3,3,2,2
off balance	-1.25	-1	-1	0.75	8	-1,-2,-1,-1,-1,-2,-1,-1
valorous	2.75	3	3	0.75	8	3,3,3,2,3,3,2,3
defeat	-2.00	-2	-2	1	9	-2,-2,-2,-2,-2,-2,-2,-2,-2
hand wringing	-1.36	-1	-2	0.545454545454545	11	-2,-1,-2,-2,-2,-2,-2,0,-1,-1,0
babysitter	2.89	3	3	0.888888888888889	9	3,3,3,3,3,3,2,3,3
whirlpool	-1.10	-1	-2	0.5	10	-2,0,-2,-2,-2,0,0,-2,-1,0
bad feeling	-1.38	-1	-1	0.625	8	-2,-2,-2,-1,-1,-1,-1,-1
shirk	-2.14	-2	-2	0.857142857142857	7	-2,-2,-2,-2,-2,-3,-2
pigmy	-1.50	-2	-2	0.75	8	-2,0,-2,-2,-2,-2,0,-2
immature	-1.43	-1	-1	0.571428571428571	7	-2,-2,-1,-2,-1,-1,-1
antiparliamentary	-2.14	-2	-2	0.857142857142857	7	-2,-3,-2,-2,-2,-2,-2
war crime	-3.00	-3	-3	1	8	-3,-3,-3,-3,-3,-3,-3,-3
affordable	2.44	2	2	0.555555555555556	9	3,2,3,2,3,3,2,2,2
snot	-2.50	-3	-3	0.625	8	-3,-1,-3,-3,-3,-2,-2,-3
torture	-3.00	-3	-3	1	8	-3,-3,-3,-3,-3,-3,-3,-3
good example	2.60	3	3	0.6	5	3,2,3,2,3
illusiveness	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
employability	1.09	1	2	0.545454545454545	11	0,0,2,2,0,0,0,2,2,2,2
stark	-1.62	-2	-2	0.625	8	-1,-2,-1,-2,-1,-2,-2,-2
fascinator	1.25	1	1	0.75	8	1,1,2,1,1,1,1,2
moot point	-0.25	0	0	0.75	8	0,0,0,-1,-1,0,0,0
backslapper	1.50	2	2	0.5	4	1,1,2,2
restrained	1.73	2	2	0.727272727272727	11	2,2,2,2,2,2,2,1,1,1,2
toilet bowl	-2.57	-3	-3	0.571428571428571	7	-2,-3,-2,-3,-3,-2,-3
the end	-1.86	-2	-2	0.714285714285714	7	-2,-2,-2,-2,0,-2,-3
unsystematic	-1.88	-2	-2	0.875	8	-2,-2,-2,-1,-2,-2,-2,-2
joyride	1.50	2	2	0.5	8	1,2,1,2,1,1,2,2
unscarred	0.88	1	1	0.875	8	1,1,1,0,1,1,1,1
yaaay	0.00	0	0	0.833333333333333	12	0,0,0,0,0,0,0,1,0,-1,0,0
rheumatic	-1.43	-1	-2	0.571428571428571	7	-2,0,-1,-2,-1,-2,-2
viewing	0.29	0	0	0.714285714285714	7	0,0,0,0,1,1,0
debtless	2.56	3	3	0.777777777777778	9	3,3,3,3,3,3,3,1,1
rustic	1.43	1	1	0.571428571428571	7	1,1,2,1,1,2,2
alerts	0.67	1	0	0.583333333333333	12	0,0,0,0,0,0,0,1,1,2,2,2
officiate	2.36	2	2	0.636363636363636	11	3,3,2,3,3,2,2,2,2,2,2
low income	-0.62	-1	0	0.5	8	-2,-1,0,0,-1,0,0,-1
swampy	-1.50	-2	-2	0.5	8	-2,-1,-2,-1,-1,-1,-2,-2
elementary school	2.67	3	3	0.666666666666667	6	3,3,3,3,2,2
representative democracy	2.67	3	3	0.666666666666667	9	3,2,3,3,3,2,2,3,3
demographer	1.60	2	2	0.6	10	3,0,2,2,2,2,2,1,0,2
pygmy	-2.00	-2	-2	1	6	-2,-2,-2,-2,-2,-2
castaway	-1.88	-2	-2	0.875	8	-2,-2,-2,-2,-2,-2,-2,-1
attractive	1.75	2	2	0.75	8	1,2,2,2,2,2,2,1
dreamlessness	-2.00	-2	-2	0.75	8	-3,-2,-2,-2,-2,-1,-2,-2
balefully	-2.25	-2	-2	0.75	8	-2,-3,-2,-2,-3,-2,-2,-2
feudist	-2.50	-3	-3	0.5	6	-2,-3,-2,-3,-3,-2
superstring	0.00	0	0	1	7	0,0,0,0,0,0,0
apprehension	-1.75	-2	-2	0.75	8	-2,-1,-2,-2,-2,-1,-2,-2
commercialize	-1.75	-2	-2	0.75	8	-2,-2,-2,-2,-1,-1,-2,-2
meadowland	1.67	2	2	0.777777777777778	9	2,2,1,2,2,2,0,2,2
ghostly	-2.00	-2	-2	1	9	-2,-2,-2,-2,-2,-2,-2,-2,-2
conservation	2.30	2	2	0.7	10	2,3,2,2,2,2,2,3,2,3
balanced	2.50	3	3	0.666666666666667	6	1,2,3,3,3,3
memoirist	2.11	2	2	0.666666666666667	9	3,2,2,2,2,2,3,1,2
first rate	2.50	3	3	0.625	8	3,2,2,3,3,1,3,3
hardest	-0.71	-1	-1	0.428571428571429	7	-1,-1,0,-2,-1,0,0
dish out	0.62	1	2	0.375	8	2,1,-1,2,2,-1,-1,1
consistency	2.62	3	3	0.625	8	2,3,3,3,3,3,2,2
clean house	2.20	2	2	0.8	10	2,3,2,3,2,2,2,2,2,2
withdraw	-1.88	-2	-2	0.875	8	-2,-2,-2,-1,-2,-2,-2,-2
onerously	-1.88	-2	-2	0.875	8	-2,-2,-2,-2,-2,-2,-2,-1
biological father	2.50	3	3	0.625	8	3,3,3,3,1,2,2,3
neurotoxic	-2.38	-2	-3	0.5	8	-3,-2,-3,-3,-2,-1,-3,-2
benchwarmer	-1.56	-2	-2	0.666666666666667	9	-2,-2,-2,-2,-2,-1,0,-1,-2
sightlessly	-1.50	-2	-2	0.375	8	0,-3,-2,-2,-1,-2,-1,-1
disadvantaged	2.17	2	3	0.5	6	3,3,1,1,3,2
soft spot	2.71	3	3	0.857142857142857	7	3,3,3,1,3,3,3
flawed	-1.38	-1	-1	0.625	8	-1,-2,-1,-1,-1,-2,-2,-1
odometer	0.36	0	0	0.727272727272727	11	0,0,1,0,2,0,0,0,0,0,1
unattainably	-1.71	-2	-2	0.857142857142857	7	-2,-2,0,-2,-2,-2,-2
fell	-1.00	-1	0	0.5	10	0,-2,0,-2,0,-2,0,-2,0,-2
flagellation	-2.57	-3	-3	0.571428571428571	7	-3,-3,-2,-3,-2,-2,-3
appreciably	1.00	1	2	0.428571428571429	7	1,0,0,2,2,2,0
homelike	2.86	3	3	0.857142857142857	7	3,3,2,3,3,3,3
bristled	-1.33	-1	-1	0.666666666666667	9	-1,-1,-1,-2,-1,-2,-1,-2,-1
formative	1.22	1	2	0.444444444444444	9	2,2,2,1,1,1,0,2,0
illusionism	-1.44	-1	-1	0.555555555555556	9	-2,-1,-2,-2,-1,-2,-1,-1,-1
unsubtly	-1.75	-2	-2	0.875	8	-2,-2,-2,-2,-2,-2,-2,0
film	0.86	1	1	0.857142857142857	7	1,1,1,1,0,1,1
incandescent	2.25	2	2	0.5	8	2,2,3,3,1,3,2,2
forbade	-1.14	-1	-1	0.857142857142857	7	-1,-1,-1,-1,-1,-2,-1
permanence	2.09	2	2	0.727272727272727	11	2,3,2,2,2,2,2,3,2,1,2
misperceive	-1.00	-1	-1	1	8	-1,-1,-1,-1,-1,-1,-1,-1
lividness	-2.14	-2	-2	0.571428571428571	7	-2,-3,-1,-2,-3,-2,-2
confident	2.40	2	3	0.5	10	3,2,2,2,3,3,3,3,2,1
foreground	0.25	0	0	0.75	8	0,0,1,0,1,0,0,0
expositor	1.91	2	2	0.727272727272727	11	2,2,2,2,2,2,3,2,1,2,1
roomful	1.75	2	2	0.75	8	2,2,2,1,2,2,2,1
save time	2.60	3	3	0.7	10	3,3,1,3,3,3,3,3,2,2
strong support	3.00	3	3	1	7	3,3,3,3,3,3,3
prevailing	1.50	2	2	0.583333333333333	12	0,2,2,2,2,2,2,1,1,1,2,1
wishy washy	-2.11	-2	-2	0.888888888888889	9	-3,-2,-2,-2,-2,-2,-2,-2,-2
moneysaving	2.00	2	2	0.833333333333333	12	2,2,2,2,2,2,2,2,2,3,1,2
unethically	-3.00	-3	-3	1	10	-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
get credit	1.45	1	2	0.636363636363636	11	2,2,2,1,2,2,2,2,0,0,1
dimmer	-0.29	0	0	0.714285714285714	7	0,0,-1,0,0,0,-1
firm	2.00	2	2	1	10	2,2,2,2,2,2,2,2,2,2
mummification	-2.78	-3	-3	0.777777777777778	9	-2,-3,-3,-3,-3,-3,-3,-2,-3
objectionably	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
critical care	2.62	3	3	0.625	8	3,3,3,2,3,2,2,3
betrayal	-2.88	-3	-3	0.875	8	-3,-3,-3,-3,-2,-3,-3,-3
intolerantly	-2.89	-3	-3	0.888888888888889	9	-3,-3,-2,-3,-3,-3,-3,-3,-3
salad bar	1.62	2	2	0.75	8	2,2,2,2,2,0,1,2
polysyllabically	0.00	0	0	1	7	0,0,0,0,0,0,0
accusatorially	-2.17	-2	-2	0.833333333333333	6	-2,-2,-2,-3,-2,-2
presence	2.38	2	3	0.5	8	3,1,2,3,2,3,2,3
seafowl	0.12	0	0	0.875	8	0,0,0,1,0,0,0,0
suspense	0.50	1	1	0.375	8	1,1,2,0,0,-1,1,0
rhythmical	1.78	2	2	0.777777777777778	9	2,1,2,2,2,2,2,1,2
display	0.57	1	0	0.571428571428571	7	1,2,1,0,0,0,0
housebroke	1.25	1	1	0.75	8	1,1,2,1,1,1,2,1
pigtail	1.00	1	1	1	8	1,1,1,1,1,1,1,1
habit	0.44	0	0	0.555555555555556	9	0,0,1,0,1,0,0,1,1
scabies	-2.75	-3	-3	0.75	8	-3,-2,-3,-2,-3,-3,-3,-3
moralistically	2.56	3	3	0.555555555555556	9	2,3,2,3,3,3,3,2,2
chiefdom	-1.17	-1	-1	0.833333333333333	6	-1,-1,-1,-1,-2,-1
infiltration	-1.90	-2	-2	0.6	10	-1,-2,-2,-2,-2,-2,-3,-3,0,-2
enslaver	-2.69	-3	-3	0.846153846153846	13	-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-3
notoriously	-1.89	-2	-2	0.444444444444444	9	-3,-1,-2,-2,-2,-3,-1,-2,-1
ambassador	3.00	3	3	1	6	3,3,3,3,3,3
forethought	2.83	3	3	0.833333333333333	6	3,3,3,3,2,3
black ops	-2.18	-2	-2	0.818181818181818	11	-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-2
remainder	0.00	0	0	1	7	0,0,0,0,0,0,0
delight	2.86	3	3	0.857142857142857	7	2,3,3,3,3,3,3
irrationalize	-2.17	-2	-2	0.666666666666667	12	-2,-2,-2,-2,-2,-2,-2,-3,-3,-1,-2,-3
medical bill	-0.86	-1	-1	0.571428571428571	7	-2,-1,-1,0,-1,0,-1
monstrosity	-3.00	-3	-3	1	8	-3,-3,-3,-3,-3,-3,-3,-3
imposed	-1.78	-2	-2	0.777777777777778	9	-2,-2,-2,-2,-2,-2,-2,-1,-1
sublimity	2.00	2	2	0.833333333333333	12	2,2,2,2,2,2,3,1,2,2,2,2
amalgamate	1.14	1	2	0.428571428571429	7	2,0,1,0,2,2,1
unlovely	-2.43	-2	-2	0.571428571428571	7	-2,-3,-3,-2,-2,-3,-2
apologise	2.86	3	3	0.857142857142857	7	2,3,3,3,3,3,3
gear up	0.71	1	1	0.714285714285714	7	1,0,1,1,1,0,1
dead person	-3.00	-3	-3	1	8	-3,-3,-3,-3,-3,-3,-3,-3
nethermost	-1.50	-2	-2	0.5	8	-1,-2,-2,0,-3,0,-2,-2
respected	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
drill	0.82	1	1	0.454545454545455	11	1,2,0,1,2,0,1,1,1,0,0
herb	1.88	2	2	0.375	8	2,2,3,1,2,3,1,1
outspokenly	1.55	2	2	0.636363636363636	11	2,2,2,2,2,2,2,1,0,1,1
allow	2.43	2	2	0.571428571428571	7	3,2,2,3,2,2,3
anthropological	0.73	1	0	0.545454545454545	11	0,0,0,0,0,0,2,2,1,2,1
dog it	-0.70	-1	-1	0.5	10	-2,-1,0,-1,-1,-1,-1,0,0,0
insularity	-1.86	-2	-2	0.857142857142857	7	-1,-2,-2,-2,-2,-2,-2
vapidity	-1.88	-2	-2	0.875	8	-2,-2,-2,-2,-1,-2,-2,-2
roundworm	0.00	0	0	1	10	0,0,0,0,0,0,0,0,0,0
cheer on	2.89	3	3	0.888888888888889	9	2,3,3,3,3,3,3,3,3
impale	-2.75	-3	-3	0.75	8	-3,-2,-3,-3,-3,-3,-2,-3
dentists	2.36	2	3	0.454545454545455	11	2,1,3,3,3,3,3,2,2,2,2
moat	-1.43	-1	-1	0.571428571428571	7	-2,-1,-1,-2,-2,-1,-1
breakneck	-1.64	-2	-2	0.636363636363636	11	-2,-2,0,-2,-2,0,-2,-3,-1,-2,-2
irregular	-1.12	-1	-1	0.875	8	-2,-1,-1,-1,-1,-1,-1,-1
grad	2.29	2	3	0.428571428571429	7	2,3,2,3,1,2,3
deadness	-2.88	-3	-3	0.875	8	-3,-3,-3,-3,-3,-3,-2,-3
centralize	0.25	0	0	0.5	12	-1,0,0,1,0,0,0,2,1,1,-1,0
discontentment	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
keep coming	0.75	1	1	0.5	8	0,1,0,2,1,1,0,1
candy bar	2.14	2	3	0.428571428571429	7	1,2,2,3,1,3,3
pet shop	1.71	2	2	0.571428571428571	7	3,2,2,2,0,1,2
fossilization	-1.38	-1	-2	0.625	8	-1,-2,-2,-2,0,-2,-2,0
relic	-1.57	-2	-2	0.714285714285714	7	-1,-2,-2,0,-2,-2,-2
wrong thing	-2.09	-2	-2	0.727272727272727	11	-2,-2,-2,-2,-2,-2,-2,-3,-1,-2,-3
behave	2.71	3	3	0.857142857142857	7	3,3,3,3,3,1,3
chaps	1.43	1	1	0.571428571428571	7	1,2,2,1,2,1,1
drat	-1.71	-2	-2	0.714285714285714	7	-2,-2,-1,-2,-1,-2,-2
wordbook	0.73	1	0	0.636363636363636	11	0,2,0,0,0,2,0,0,2,0,2
full moon	0.08	0	0	0.916666666666667	12	0,0,0,0,0,0,0,1,0,0,0,0
sullenly	-1.91	-2	-2	0.727272727272727	11	-2,-2,-2,-2,-2,-2,-2,-1,-3,-2,-1
ascendance	0.80	1	0	0.6	10	0,2,0,0,0,0,2,2,2,0
alarmist	-1.90	-2	-2	0.9	10	-2,-2,-2,-1,-2,-2,-2,-2,-2,-2
upland	0.30	0	0	0.7	10	0,1,0,0,0,0,0,1,0,1
aghhh	-1.78	-2	-2	0.777777777777778	9	-2,-2,-1,-2,-2,-1,-2,-2,-2
griefless	-1.14	-1	-2	0.571428571428571	7	1,-2,-2,-2,0,-1,-2
shaved	0.25	0	0	0.75	8	0,0,1,0,0,1,0,0
ameliorate	2.75	3	3	0.75	8	2,3,3,2,3,3,3,3
regretful	1.25	1	1	0.5	8	1,2,1,2,2,1,1,0
tenderly	3.00	3	3	1	5	3,3,3,3,3
carsick	-1.25	-1	-1	0.75	8	-2,-1,-1,-1,-2,-1,-1,-1
litigant	-1.88	-2	-2	0.875	8	-2,-2,-2,-2,-2,-2,-1,-2
ecstatic	2.89	3	3	0.888888888888889	9	3,2,3,3,3,3,3,3,3
fortifier	2.14	2	2	0.857142857142857	7	2,2,2,3,2,2,2
viciously	-3.00	-3	-3	1	6	-3,-3,-3,-3,-3,-3
incompetently	-2.11	-2	-2	0.888888888888889	9	-2,-2,-2,-2,-2,-2,-2,-3,-2
battered	-2.00	-2	-2	1	7	-2,-2,-2,-2,-2,-2,-2
dissipation	-1.88	-2	-2	0.875	8	-2,-2,-2,-2,-1,-2,-2,-2
follower	1.42	1	2	0.5	12	2,2,2,2,2,0,2,1,1,1,1,1
practicality	1.91	2	2	0.818181818181818	11	2,2,2,2,2,2,2,2,3,2,0
recede	-0.88	-1	-1	0.875	8	-1,-1,-1,-1,-1,-1,-1,0
favoriteholiday	3.00	3	3	1	8	3,3,3,3,3,3,3,3
markswoman	1.43	1	2	0.714285714285714	7	2,0,2,2,0,2,2
jolly	3.00	3	3	1	7	3,3,3,3,3,3,3
hardener	-1.22	-1	-2	0.444444444444444	9	-1,-2,-2,0,-1,-1,-2,-2,0
bickering	-2.00	-2	-2	1	7	-2,-2,-2,-2,-2,-2,-2
cold hearted	-2.33	-2	-3	0.444444444444444	9	-2,-3,-3,-3,-3,-2,-2,-2,-1
drive down	-0.30	0	0	0.8	10	0,0,0,0,0,0,0,-1,-2,0
shenanigan	-1.91	-2	-2	0.727272727272727	11	-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-3
condolences	2.62	3	3	0.75	8	1,3,3,2,3,3,3,3
psychotherapy	2.43	2	3	0.714285714285714	7	1,3,1,3,3,3,3
increasable	0.25	0	0	0.75	8	0,0,0,0,0,0,1,1
danceable	2.56	3	3	0.666666666666667	9	3,2,2,3,3,3,1,3,3
fade in	0.29	0	0	0.714285714285714	7	0,0,0,1,1,0,0
niftiness	1.50	2	2	0.625	8	2,2,1,1,2,2,0,2
embalmment	-2.38	-2	-2	0.625	8	-2,-3,-2,-2,-2,-2,-3,-3
dreamful	1.62	2	2	0.625	8	1,2,1,2,2,2,1,2
poke	-0.27	0	0	0.727272727272727	11	0,0,0,0,-1,0,0,-1,-1,0,0
inequitable	-2.89	-3	-3	0.888888888888889	9	-3,-3,-3,-3,-3,-3,-2,-3,-3
dynamics	0.33	0	0	0.75	12	0,0,0,0,0,0,0,2,1,0,1,0
wholehearted	3.00	3	3	1	6	3,3,3,3,3,3
screwed	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
jokeless	-2.00	-2	-2	0.75	8	-2,-2,-2,-3,-1,-2,-2,-2
misalliance	-1.86	-2	-2	0.857142857142857	7	-2,-2,-2,-2,-1,-2,-2
ascend	1.75	2	2	0.875	8	2,2,2,2,0,2,2,2
excommunication	-2.57	-3	-3	0.571428571428571	7	-2,-3,-3,-3,-2,-2,-3
unexercised	-1.14	-1	-1	0.571428571428571	7	-2,0,-1,-1,-2,-1,-1
professor	1.82	2	2	0.636363636363636	11	2,3,2,3,2,2,2,2,0,2,0
meddlesome	-2.09	-2	-2	0.727272727272727	11	-2,-2,-2,-1,-2,-2,-2,-3,-2,-2,-3
serotoxin	-2.38	-2	-3	0.5	8	-2,-1,-2,-3,-3,-2,-3,-3
unmentionably	-1.25	-1	-2	0.5	8	-2,0,0,-2,-2,-1,-1,-2
exotically	0.57	1	0	0.714285714285714	7	2,0,0,0,2,0,0
be	0.73	1	0	0.636363636363636	11	0,0,0,0,0,0,0,2,2,2,2
lean toward	0.75	1	1	0.5	8	0,0,2,1,1,1,0,1
biography	1.82	2	2	0.454545454545455	11	3,3,3,2,0,2,2,2,2,0,1
pray	2.50	3	3	0.625	8	2,3,3,3,3,1,3,2
macarena	2.22	2	2	0.555555555555556	9	2,3,3,3,2,2,1,2,2
innovation	1.86	2	2	0.571428571428571	7	3,2,2,2,1,2,1
wipe	0.10	0	0	0.9	10	0,0,0,0,0,0,0,0,0,1
first language	2.25	2	3	0.5	8	3,3,3,3,2,1,2,1
multilingualism	2.86	3	3	0.857142857142857	7	2,3,3,3,3,3,3
humility	3.00	3	3	1	8	3,3,3,3,3,3,3,3
graphic designer	1.25	1	2	0.5	8	0,2,2,2,1,1,0,2
incommunicado	-2.11	-2	-2	0.888888888888889	9	-3,-2,-2,-2,-2,-2,-2,-2,-2
spindled	-1.00	-1	-1	0.5	8	-1,-1,0,0,-1,-1,-2,-2
unexcused	-1.78	-2	-2	0.888888888888889	9	-2,-2,-2,-2,-2,-2,0,-2,-2
bigamous	-2.75	-3	-3	0.833333333333333	12	-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-1,-3
thrombosis	-1.86	-2	-2	0.714285714285714	7	-2,-3,-2,-2,-2,0,-2
nil	-0.33	0	0	0.666666666666667	6	0,-1,-1,0,0,0
panicattack	-1.62	-2	-2	0.625	8	-2,-1,-2,-2,-2,-1,-1,-2
multiple sclerosis	-1.38	-1	-2	0.625	8	-2,-2,0,0,-1,-2,-2,-2
ruthless	-3.00	-3	-3	1	8	-3,-3,-3,-3,-3,-3,-3,-3
skeleton	-1.44	-1	-2	0.666666666666667	9	-2,-1,0,-2,0,-2,-2,-2,-2
past decade	0.55	1	0	0.636363636363636	11	0,0,0,0,0,0,0,2,1,1,2
gardens	1.71	2	3	0.571428571428571	7	3,3,0,0,3,0,3
perfect	2.09	2	2	0.545454545454545	11	2,2,2,2,2,3,3,2,3,1,1
car	0.36	0	0	0.727272727272727	11	0,0,0,0,0,0,0,1,2,0,1
pronouncedly	0.17	0	0	0.833333333333333	12	0,0,0,0,0,0,0,0,0,0,1,1
unmemorable	-1.22	-1	-1	0.555555555555556	9	-2,-2,-1,0,-1,-2,-1,-1,-1
corruption	-2.86	-3	-3	0.857142857142857	7	-3,-3,-3,-2,-3,-3,-3
symptom	0.25	0	0	0.666666666666667	12	0,0,0,0,0,0,0,1,1,0,-1,2
fandangle	-0.80	-1	-1	0.4	10	-1,0,0,-1,-1,-1,0,-2,-2,0
universalism	2.75	3	3	0.75	8	3,3,3,2,3,2,3,3
sad truth	1.90	2	2	0.9	10	2,2,2,2,2,2,2,2,2,1
placekicker	-0.62	-1	0	0.625	8	0,-1,0,0,-2,0,-2,0
winegrower	1.67	2	2	0.666666666666667	6	2,1,2,1,2,2
truancy	-2.10	-2	-2	0.9	10	-2,-2,-2,-2,-2,-2,-2,-2,-3,-2
phosphorescence	0.10	0	0	0.9	10	1,0,0,0,0,0,0,0,0,0
cop it	-1.70	-2	-2	0.8	10	-1,-2,-2,-2,-2,-2,-2,-2,-2,0
phase out	-0.88	-1	-1	0.625	8	-1,0,-2,-1,-1,0,-1,-1
rotten	-3.00	-3	-3	1	11	-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
napalm	-2.58	-3	-3	0.583333333333333	12	-2,-3,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3
white knight	2.86	3	3	0.857142857142857	7	3,2,3,3,3,3,3
drug addict	-2.90	-3	-3	0.9	10	-3,-3,-3,-3,-2,-3,-3,-3,-3,-3
ambiance	2.12	2	3	0.375	8	2,2,3,3,1,2,1,3
wearisome	-1.89	-2	-2	0.888888888888889	9	-2,-2,-2,-1,-2,-2,-2,-2,-2
as if	-0.71	-1	-1	0.714285714285714	7	-1,-1,-1,0,-1,-1,0
larger	0.38	0	0	0.625	8	1,0,1,0,0,0,1,0
surefooted	2.33	2	2	0.666666666666667	6	2,3,2,2,3,2
crediting	2.00	2	2	0.75	8	2,1,2,2,2,2,2,3
hoaxer	-3.00	-3	-3	1	11	-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
move	1.50	2	2	0.375	8	0,1,2,2,2,1,1,3
progressive	2.14	2	2	0.857142857142857	7	3,2,2,2,2,2,2
fishermen	2.00	2	2	1	9	2,2,2,2,2,2,2,2,2
fastback	0.10	0	0	0.9	10	0,0,0,0,0,0,0,0,0,1
recording studio	1.67	2	2	0.666666666666667	6	2,2,2,1,2,1
enjoyably	3.00	3	3	1	7	3,3,3,3,3,3,3
colostomy	-1.86	-2	-2	0.857142857142857	7	-2,-1,-2,-2,-2,-2,-2
relaxer	0.78	1	1	0.555555555555556	9	1,1,2,0,0,0,1,1,1
phrase	0.43	0	0	0.714285714285714	7	0,0,0,2,0,1,0
generously	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
