Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
fairy godmother	3.00	3	3	1	7	3,3,3,3,3,3,3
thankyoulord	3.00	3	3	1	6	3,3,3,3,3,3
new born	3.00	3	3	1	8	3,3,3,3,3,3,3,3
paramedic	3.00	3	3	1	7	3,3,3,3,3,3,3
peace sign	3.00	3	3	1	8	3,3,3,3,3,3,3,3
hair stylist	3.00	3	3	1	8	3,3,3,3,3,3,3,3
birthday cake	3.00	3	3	1	8	3,3,3,3,3,3,3,3
good person	3.00	3	3	1	8	3,3,3,3,3,3,3,3
empowerment	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
dinnertime	3.00	3	3	1	8	3,3,3,3,3,3,3,3
go well	3.00	3	3	1	7	3,3,3,3,3,3,3
social club	3.00	3	3	1	8	3,3,3,3,3,3,3,3
chatterer	3.00	3	3	1	8	3,3,3,3,3,3,3,3
true self	3.00	3	3	1	7	3,3,3,3,3,3,3
communicativeness	3.00	3	3	1	7	3,3,3,3,3,3,3
gospel music	3.00	3	3	1	6	3,3,3,3,3,3
communicatory	3.00	3	3	1	8	3,3,3,3,3,3,3,3
whatmakesmesmile	3.00	3	3	1	8	3,3,3,3,3,3,3,3
life support	3.00	3	3	1	7	3,3,3,3,3,3,3
respecting	3.00	3	3	1	8	3,3,3,3,3,3,3,3
greatly positive	3.00	3	3	1	8	3,3,3,3,3,3,3,3
valiant	3.00	3	3	1	8	3,3,3,3,3,3,3,3
sacrifices	3.00	3	3	1	6	3,3,3,3,3,3
darling	3.00	3	3	1	6	3,3,3,3,3,3
openheartedly	3.00	3	3	1	8	3,3,3,3,3,3,3,3
meet	3.00	3	3	1	8	3,3,3,3,3,3,3,3
good fun	3.00	3	3	1	8	3,3,3,3,3,3,3,3
kindest	3.00	3	3	1	8	3,3,3,3,3,3,3,3
honeybee	3.00	3	3	1	7	3,3,3,3,3,3,3
lovebirds	3.00	3	3	1	7	3,3,3,3,3,3,3
wedding reception	3.00	3	3	1	8	3,3,3,3,3,3,3,3
good will	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
vivaciously	3.00	3	3	1	7	3,3,3,3,3,3,3
joinable	3.00	3	3	1	7	3,3,3,3,3,3,3
dreamboat	3.00	3	3	1	7	3,3,3,3,3,3,3
supportive	3.00	3	3	1	8	3,3,3,3,3,3,3,3
hosannah	3.00	3	3	1	5	3,3,3,3,3
sheepdog	3.00	3	3	1	7	3,3,3,3,3,3,3
egalitarianism	3.00	3	3	1	8	3,3,3,3,3,3,3,3
cherishing	3.00	3	3	1	8	3,3,3,3,3,3,3,3
openheartedness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
pep rally	3.00	3	3	1	8	3,3,3,3,3,3,3,3
rescue	3.00	3	3	1	8	3,3,3,3,3,3,3,3
worthy	3.00	3	3	1	7	3,3,3,3,3,3,3
lovable	3.00	3	3	1	7	3,3,3,3,3,3,3
forgiven	3.00	3	3	1	7	3,3,3,3,3,3,3
humanity	3.00	3	3	1	8	3,3,3,3,3,3,3,3
kindred spirit	3.00	3	3	1	8	3,3,3,3,3,3,3,3
fraternal	3.00	3	3	1	7	3,3,3,3,3,3,3
gleeful	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
love story	3.00	3	3	1	7	3,3,3,3,3,3,3
cheery	3.00	3	3	1	6	3,3,3,3,3,3
obliging	3.00	3	3	1	7	3,3,3,3,3,3,3
joyful	3.00	3	3	1	8	3,3,3,3,3,3,3,3
hawaiian	3.00	3	3	1	8	3,3,3,3,3,3,3,3
human right	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
revere	3.00	3	3	1	8	3,3,3,3,3,3,3,3
rely	3.00	3	3	1	8	3,3,3,3,3,3,3,3
playful	3.00	3	3	1	8	3,3,3,3,3,3,3,3
listener	3.00	3	3	1	8	3,3,3,3,3,3,3,3
choir	3.00	3	3	1	8	3,3,3,3,3,3,3,3
polite	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
angelic	3.00	3	3	1	8	3,3,3,3,3,3,3,3
healthful	3.00	3	3	1	7	3,3,3,3,3,3,3
christmas gift	3.00	3	3	1	7	3,3,3,3,3,3,3
toleration	3.00	3	3	1	7	3,3,3,3,3,3,3
heartfelt	3.00	3	3	1	7	3,3,3,3,3,3,3
inseparable	3.00	3	3	1	7	3,3,3,3,3,3,3
attentiveness	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
openness	3.00	3	3	1	7	3,3,3,3,3,3,3
bounciness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
tranquil	3.00	3	3	1	7	3,3,3,3,3,3,3
devotedness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
sympathies	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
yappy	3.00	3	3	1	6	3,3,3,3,3,3
concerned	3.00	3	3	1	8	3,3,3,3,3,3,3,3
befriend	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
national team	3.00	3	3	1	7	3,3,3,3,3,3,3
reunite	3.00	3	3	1	7	3,3,3,3,3,3,3
lifeisgood	3.00	3	3	1	7	3,3,3,3,3,3,3
bright spot	3.00	3	3	1	8	3,3,3,3,3,3,3,3
peaceable	3.00	3	3	1	7	3,3,3,3,3,3,3
donation	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
cordially	3.00	3	3	1	7	3,3,3,3,3,3,3
birthday present	3.00	3	3	1	8	3,3,3,3,3,3,3,3
soft spoken	3.00	3	3	1	6	3,3,3,3,3,3
healthiness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
joviality	3.00	3	3	1	7	3,3,3,3,3,3,3
lovability	3.00	3	3	1	8	3,3,3,3,3,3,3,3
wave back	3.00	3	3	1	8	3,3,3,3,3,3,3,3
volunteer	3.00	3	3	1	8	3,3,3,3,3,3,3,3
newborn	3.00	3	3	1	8	3,3,3,3,3,3,3,3
honored	3.00	3	3	1	8	3,3,3,3,3,3,3,3
give	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
everybody	3.00	3	3	1	6	3,3,3,3,3,3
volunteering	3.00	3	3	1	8	3,3,3,3,3,3,3,3
kindhearted	3.00	3	3	1	7	3,3,3,3,3,3,3
significant other	3.00	3	3	1	8	3,3,3,3,3,3,3,3
helpfulness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
congratulator	3.00	3	3	1	7	3,3,3,3,3,3,3
exhilarate	3.00	3	3	1	8	3,3,3,3,3,3,3,3
socialize	3.00	3	3	1	8	3,3,3,3,3,3,3,3
encouragement	3.00	3	3	1	8	3,3,3,3,3,3,3,3
candy	3.00	3	3	1	8	3,3,3,3,3,3,3,3
pleasantness	3.00	3	3	1	7	3,3,3,3,3,3,3
appreciation	3.00	3	3	1	8	3,3,3,3,3,3,3,3
felicitation	3.00	3	3	1	7	3,3,3,3,3,3,3
agree with	3.00	3	3	1	8	3,3,3,3,3,3,3,3
wonderfulness	3.00	3	3	1	6	3,3,3,3,3,3
hold dear	3.00	3	3	1	6	3,3,3,3,3,3
communality	3.00	3	3	1	8	3,3,3,3,3,3,3,3
liven	3.00	3	3	1	6	3,3,3,3,3,3
grace	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
grandpa	3.00	3	3	1	8	3,3,3,3,3,3,3,3
dedication	3.00	3	3	1	8	3,3,3,3,3,3,3,3
newlyweds	3.00	3	3	1	8	3,3,3,3,3,3,3,3
sweetly	3.00	3	3	1	8	3,3,3,3,3,3,3,3
trust to	3.00	3	3	1	8	3,3,3,3,3,3,3,3
scrumptious	3.00	3	3	1	8	3,3,3,3,3,3,3,3
happy holidays	3.00	3	3	1	7	3,3,3,3,3,3,3
renoir	3.00	3	3	1	6	3,3,3,3,3,3
infant	3.00	3	3	1	8	3,3,3,3,3,3,3,3
mirthfully	3.00	3	3	1	8	3,3,3,3,3,3,3,3
goodmorning	3.00	3	3	1	8	3,3,3,3,3,3,3,3
traveling	3.00	3	3	1	7	3,3,3,3,3,3,3
provide support	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
torchbearer	3.00	3	3	1	8	3,3,3,3,3,3,3,3
parenting	3.00	3	3	1	7	3,3,3,3,3,3,3
verve	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
animal rights	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
rose	3.00	3	3	1	8	3,3,3,3,3,3,3,3
consoler	3.00	3	3	1	7	3,3,3,3,3,3,3
familytime	3.00	3	3	1	8	3,3,3,3,3,3,3,3
adopter	3.00	3	3	1	5	3,3,3,3,3
good sport	3.00	3	3	1	7	3,3,3,3,3,3,3
amigos	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
nice man	3.00	3	3	1	7	3,3,3,3,3,3,3
humanize	3.00	3	3	1	8	3,3,3,3,3,3,3,3
goodheartedly	3.00	3	3	1	8	3,3,3,3,3,3,3,3
sportsmanship	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
gran	3.00	3	3	1	7	3,3,3,3,3,3,3
entertained	3.00	3	3	1	7	3,3,3,3,3,3,3
atta girl	3.00	3	3	1	7	3,3,3,3,3,3,3
engagement ring	3.00	3	3	1	8	3,3,3,3,3,3,3,3
sure thing	3.00	3	3	1	6	3,3,3,3,3,3
exuberance	3.00	3	3	1	7	3,3,3,3,3,3,3
associability	3.00	3	3	1	8	3,3,3,3,3,3,3,3
kind regards	3.00	3	3	1	8	3,3,3,3,3,3,3,3
romance	3.00	3	3	1	7	3,3,3,3,3,3,3
nice person	3.00	3	3	1	8	3,3,3,3,3,3,3,3
datenight	3.00	3	3	1	8	3,3,3,3,3,3,3,3
chuckle	3.00	3	3	1	7	3,3,3,3,3,3,3
teahouse	3.00	3	3	1	6	3,3,3,3,3,3
toast	3.00	3	3	1	6	3,3,3,3,3,3
humanitarian	3.00	3	3	1	8	3,3,3,3,3,3,3,3
reunited	3.00	3	3	1	6	3,3,3,3,3,3
playschool	3.00	3	3	1	7	3,3,3,3,3,3,3
homemaking	3.00	3	3	1	8	3,3,3,3,3,3,3,3
first name	3.00	3	3	1	8	3,3,3,3,3,3,3,3
endearing	3.00	3	3	1	8	3,3,3,3,3,3,3,3
reunion	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
amiably	3.00	3	3	1	7	3,3,3,3,3,3,3
overjoyed	3.00	3	3	1	7	3,3,3,3,3,3,3
cosy	3.00	3	3	1	7	3,3,3,3,3,3,3
samaritan	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
happy birthday	3.00	3	3	1	8	3,3,3,3,3,3,3,3
hugging	3.00	3	3	1	8	3,3,3,3,3,3,3,3
superhero	3.00	3	3	1	8	3,3,3,3,3,3,3,3
hugs	3.00	3	3	1	8	3,3,3,3,3,3,3,3
revelry	3.00	3	3	1	8	3,3,3,3,3,3,3,3
glad	3.00	3	3	1	8	3,3,3,3,3,3,3,3
joyfulness	3.00	3	3	1	6	3,3,3,3,3,3
assist	3.00	3	3	1	7	3,3,3,3,3,3,3
brotherly	3.00	3	3	1	8	3,3,3,3,3,3,3,3
wholesomeness	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
messiah	3.00	3	3	1	6	3,3,3,3,3,3
forgave	3.00	3	3	1	6	3,3,3,3,3,3
courtship	3.00	3	3	1	6	3,3,3,3,3,3
coddle	3.00	3	3	1	7	3,3,3,3,3,3,3
christ	3.00	3	3	1	7	3,3,3,3,3,3,3
jovial	3.00	3	3	1	8	3,3,3,3,3,3,3,3
cocoa butter	3.00	3	3	1	7	3,3,3,3,3,3,3
optimism	3.00	3	3	1	8	3,3,3,3,3,3,3,3
friendly	3.00	3	3	1	7	3,3,3,3,3,3,3
coziness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
sweetheart	3.00	3	3	1	8	3,3,3,3,3,3,3,3
cuddle	3.00	3	3	1	7	3,3,3,3,3,3,3
nurse	3.00	3	3	1	7	3,3,3,3,3,3,3
adored	3.00	3	3	1	20	3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
honeymoon	3.00	3	3	1	7	3,3,3,3,3,3,3
sparkle	3.00	3	3	1	7	3,3,3,3,3,3,3
heavenliness	3.00	3	3	1	5	3,3,3,3,3
love life	3.00	3	3	1	7	3,3,3,3,3,3,3
look forward	3.00	3	3	1	5	3,3,3,3,3
love letter	3.00	3	3	1	6	3,3,3,3,3,3
florist	3.00	3	3	1	7	3,3,3,3,3,3,3
free choice	3.00	3	3	1	8	3,3,3,3,3,3,3,3
dinner party	3.00	3	3	1	7	3,3,3,3,3,3,3
sanctuary	3.00	3	3	1	7	3,3,3,3,3,3,3
good samaritan	3.00	3	3	1	7	3,3,3,3,3,3,3
parent	3.00	3	3	1	8	3,3,3,3,3,3,3,3
mother nature	3.00	3	3	1	7	3,3,3,3,3,3,3
couple	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
daughter	3.00	3	3	1	7	3,3,3,3,3,3,3
blitheness	3.00	3	3	1	6	3,3,3,3,3,3
trouper	3.00	3	3	1	7	3,3,3,3,3,3,3
eternally grateful	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
good	3.00	3	3	1	8	3,3,3,3,3,3,3,3
happyholidays	3.00	3	3	1	8	3,3,3,3,3,3,3,3
deliciousness	3.00	3	3	1	6	3,3,3,3,3,3
guardian angel	3.00	3	3	1	6	3,3,3,3,3,3
show respect	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
rose garden	3.00	3	3	1	7	3,3,3,3,3,3,3
warm milk	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
grandkid	3.00	3	3	1	8	3,3,3,3,3,3,3,3
quality time	3.00	3	3	1	8	3,3,3,3,3,3,3,3
charitable	3.00	3	3	1	6	3,3,3,3,3,3
pleasantly surprised	3.00	3	3	1	8	3,3,3,3,3,3,3,3
goodness	3.00	3	3	1	7	3,3,3,3,3,3,3
nonviolent	3.00	3	3	1	6	3,3,3,3,3,3
counselor	3.00	3	3	1	7	3,3,3,3,3,3,3
valentine	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
amends	3.00	3	3	1	8	3,3,3,3,3,3,3,3
endear	3.00	3	3	1	8	3,3,3,3,3,3,3,3
mutual friend	3.00	3	3	1	8	3,3,3,3,3,3,3,3
benevolently	3.00	3	3	1	7	3,3,3,3,3,3,3
altruist	3.00	3	3	1	8	3,3,3,3,3,3,3,3
common ground	3.00	3	3	1	8	3,3,3,3,3,3,3,3
goodfeeling	3.00	3	3	1	8	3,3,3,3,3,3,3,3
baby goat	3.00	3	3	1	8	3,3,3,3,3,3,3,3
decency	3.00	3	3	1	7	3,3,3,3,3,3,3
best part	3.00	3	3	1	7	3,3,3,3,3,3,3
treasured	3.00	3	3	1	8	3,3,3,3,3,3,3,3
affectionately	3.00	3	3	1	8	3,3,3,3,3,3,3,3
saved	3.00	3	3	1	8	3,3,3,3,3,3,3,3
godson	3.00	3	3	1	7	3,3,3,3,3,3,3
holidays	3.00	3	3	1	7	3,3,3,3,3,3,3
snuggles	3.00	3	3	1	7	3,3,3,3,3,3,3
communalist	3.00	3	3	1	6	3,3,3,3,3,3
frolicsome	3.00	3	3	1	7	3,3,3,3,3,3,3
esteemed	3.00	3	3	1	8	3,3,3,3,3,3,3,3
great job	3.00	3	3	1	7	3,3,3,3,3,3,3
extravert	3.00	3	3	1	7	3,3,3,3,3,3,3
stay alive	3.00	3	3	1	5	3,3,3,3,3
praising	3.00	3	3	1	8	3,3,3,3,3,3,3,3
floristry	3.00	3	3	1	6	3,3,3,3,3,3
jubilant	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
favoriteholiday	3.00	3	3	1	8	3,3,3,3,3,3,3,3
wellness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
awesome sauce	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
mama	3.00	3	3	1	8	3,3,3,3,3,3,3,3
lovely	3.00	3	3	1	8	3,3,3,3,3,3,3,3
wholeheartedly	3.00	3	3	1	8	3,3,3,3,3,3,3,3
mercifulness	3.00	3	3	1	7	3,3,3,3,3,3,3
sick kids	3.00	3	3	1	8	3,3,3,3,3,3,3,3
hearthside	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
angel	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
quilt	3.00	3	3	1	5	3,3,3,3,3
motherliness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
fun activities	3.00	3	3	1	8	3,3,3,3,3,3,3,3
peacefulness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
peacemaking	3.00	3	3	1	5	3,3,3,3,3
good morning	3.00	3	3	1	7	3,3,3,3,3,3,3
graciousness	3.00	3	3	1	7	3,3,3,3,3,3,3
you're welcome	3.00	3	3	1	7	3,3,3,3,3,3,3
laughter	3.00	3	3	1	8	3,3,3,3,3,3,3,3
yayyyy	3.00	3	3	1	8	3,3,3,3,3,3,3,3
heartily	3.00	3	3	1	5	3,3,3,3,3
danced	3.00	3	3	1	7	3,3,3,3,3,3,3
cuddled	3.00	3	3	1	7	3,3,3,3,3,3,3
suffragist	3.00	3	3	1	6	3,3,3,3,3,3
well liked	3.00	3	3	1	7	3,3,3,3,3,3,3
your	3.00	3	3	1	5	3,3,3,3,3
coming together	3.00	3	3	1	6	3,3,3,3,3,3
baby girl	3.00	3	3	1	8	3,3,3,3,3,3,3,3
social work	3.00	3	3	1	8	3,3,3,3,3,3,3,3
married	3.00	3	3	1	6	3,3,3,3,3,3
pediatrics	3.00	3	3	1	8	3,3,3,3,3,3,3,3
family home	3.00	3	3	1	7	3,3,3,3,3,3,3
trustworthy	3.00	3	3	1	8	3,3,3,3,3,3,3,3
life	3.00	3	3	1	8	3,3,3,3,3,3,3,3
enjoyably	3.00	3	3	1	7	3,3,3,3,3,3,3
honestly	3.00	3	3	1	8	3,3,3,3,3,3,3,3
blessings	3.00	3	3	1	8	3,3,3,3,3,3,3,3
gratefully	3.00	3	3	1	8	3,3,3,3,3,3,3,3
nursery	3.00	3	3	1	7	3,3,3,3,3,3,3
vivacious	3.00	3	3	1	8	3,3,3,3,3,3,3,3
intimately	3.00	3	3	1	8	3,3,3,3,3,3,3,3
give thanks	3.00	3	3	1	7	3,3,3,3,3,3,3
nonthreatening	3.00	3	3	1	8	3,3,3,3,3,3,3,3
enthusiastic	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
feast	3.00	3	3	1	8	3,3,3,3,3,3,3,3
basketball team	3.00	3	3	1	6	3,3,3,3,3,3
congrats	3.00	3	3	1	6	3,3,3,3,3,3
warmheartedly	3.00	3	3	1	8	3,3,3,3,3,3,3,3
pamperer	3.00	3	3	1	7	3,3,3,3,3,3,3
paying attention	3.00	3	3	1	8	3,3,3,3,3,3,3,3
cohesiveness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
cherish	3.00	3	3	1	8	3,3,3,3,3,3,3,3
elation	3.00	3	3	1	8	3,3,3,3,3,3,3,3
learn	3.00	3	3	1	7	3,3,3,3,3,3,3
thanksgiving	3.00	3	3	1	8	3,3,3,3,3,3,3,3
soulful	3.00	3	3	1	6	3,3,3,3,3,3
holyspirit	3.00	3	3	1	7	3,3,3,3,3,3,3
succor	3.00	3	3	1	7	3,3,3,3,3,3,3
jubilance	3.00	3	3	1	7	3,3,3,3,3,3,3
giving	3.00	3	3	1	7	3,3,3,3,3,3,3
hobby	3.00	3	3	1	7	3,3,3,3,3,3,3
empathize	3.00	3	3	1	6	3,3,3,3,3,3
reassure	3.00	3	3	1	6	3,3,3,3,3,3
care about	3.00	3	3	1	8	3,3,3,3,3,3,3,3
safekeeping	3.00	3	3	1	7	3,3,3,3,3,3,3
jovially	3.00	3	3	1	8	3,3,3,3,3,3,3,3
gentlepeople	3.00	3	3	1	8	3,3,3,3,3,3,3,3
admiring	3.00	3	3	1	8	3,3,3,3,3,3,3,3
goofy	3.00	3	3	1	7	3,3,3,3,3,3,3
freedom fighter	3.00	3	3	1	8	3,3,3,3,3,3,3,3
lightheartedness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
morally	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
attaboy	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
christmas carol	3.00	3	3	1	8	3,3,3,3,3,3,3,3
uplifting	3.00	3	3	1	8	3,3,3,3,3,3,3,3
closeness	3.00	3	3	1	6	3,3,3,3,3,3
happy with	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
family doctor	3.00	3	3	1	8	3,3,3,3,3,3,3,3
danke	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
merriness	3.00	3	3	1	7	3,3,3,3,3,3,3
expressiveness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
fraternally	3.00	3	3	1	8	3,3,3,3,3,3,3,3
helping hand	3.00	3	3	1	7	3,3,3,3,3,3,3
eulogistic	3.00	3	3	1	6	3,3,3,3,3,3
benefactress	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
funfair	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
liberator	3.00	3	3	1	7	3,3,3,3,3,3,3
childhood	3.00	3	3	1	7	3,3,3,3,3,3,3
love ya	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
maternally	3.00	3	3	1	7	3,3,3,3,3,3,3
beneficent	3.00	3	3	1	7	3,3,3,3,3,3,3
available	3.00	3	3	1	7	3,3,3,3,3,3,3
hoedown	3.00	3	3	1	8	3,3,3,3,3,3,3,3
user friendly	3.00	3	3	1	6	3,3,3,3,3,3
rhapsody	3.00	3	3	1	5	3,3,3,3,3
mammy	3.00	3	3	1	8	3,3,3,3,3,3,3,3
charmer	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
positivity	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
mother	3.00	3	3	1	8	3,3,3,3,3,3,3,3
unconditional	3.00	3	3	1	7	3,3,3,3,3,3,3
ethical	3.00	3	3	1	6	3,3,3,3,3,3
gracious	3.00	3	3	1	8	3,3,3,3,3,3,3,3
thankyoujesus	3.00	3	3	1	7	3,3,3,3,3,3,3
honorableness	3.00	3	3	1	7	3,3,3,3,3,3,3
carnival	3.00	3	3	1	6	3,3,3,3,3,3
close relationship	3.00	3	3	1	8	3,3,3,3,3,3,3,3
bread	3.00	3	3	1	7	3,3,3,3,3,3,3
endearment	3.00	3	3	1	8	3,3,3,3,3,3,3,3
provide care	3.00	3	3	1	8	3,3,3,3,3,3,3,3
helpful	3.00	3	3	1	7	3,3,3,3,3,3,3
exemplary	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
young children	3.00	3	3	1	6	3,3,3,3,3,3
heartstring	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
collaboratively	3.00	3	3	1	7	3,3,3,3,3,3,3
cutie pie	3.00	3	3	1	7	3,3,3,3,3,3,3
a treat	3.00	3	3	1	7	3,3,3,3,3,3,3
hearts	3.00	3	3	1	7	3,3,3,3,3,3,3
boon	3.00	3	3	1	7	3,3,3,3,3,3,3
merriment	3.00	3	3	1	8	3,3,3,3,3,3,3,3
karaoke	3.00	3	3	1	8	3,3,3,3,3,3,3,3
agreeability	3.00	3	3	1	8	3,3,3,3,3,3,3,3
gay	3.00	3	3	1	6	3,3,3,3,3,3
people person	3.00	3	3	1	8	3,3,3,3,3,3,3,3
warm	3.00	3	3	1	8	3,3,3,3,3,3,3,3
funday	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
egalitarian	3.00	3	3	1	7	3,3,3,3,3,3,3
friendliness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
cherisher	3.00	3	3	1	8	3,3,3,3,3,3,3,3
broadway	3.00	3	3	1	6	3,3,3,3,3,3
mirth	3.00	3	3	1	7	3,3,3,3,3,3,3
bachelorette party	3.00	3	3	1	7	3,3,3,3,3,3,3
xmas	3.00	3	3	1	7	3,3,3,3,3,3,3
extroversion	3.00	3	3	1	8	3,3,3,3,3,3,3,3
miracle	3.00	3	3	1	6	3,3,3,3,3,3
reassuring	3.00	3	3	1	8	3,3,3,3,3,3,3,3
whole world	3.00	3	3	1	8	3,3,3,3,3,3,3,3
wedding planner	3.00	3	3	1	7	3,3,3,3,3,3,3
playfulness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
thoughtfully	3.00	3	3	1	6	3,3,3,3,3,3
standing ovation	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
gaiety	3.00	3	3	1	8	3,3,3,3,3,3,3,3
aloha	3.00	3	3	1	8	3,3,3,3,3,3,3,3
multiethnic	3.00	3	3	1	6	3,3,3,3,3,3
pastor	3.00	3	3	1	8	3,3,3,3,3,3,3,3
baby talk	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
felicitousness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
receptive	3.00	3	3	1	8	3,3,3,3,3,3,3,3
devoted	3.00	3	3	1	8	3,3,3,3,3,3,3,3
uplift	3.00	3	3	1	8	3,3,3,3,3,3,3,3
knightliness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
cozy up	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
angelically	3.00	3	3	1	7	3,3,3,3,3,3,3
ovation	3.00	3	3	1	7	3,3,3,3,3,3,3
harmoniously	3.00	3	3	1	7	3,3,3,3,3,3,3
have dinner	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
paradise	3.00	3	3	1	8	3,3,3,3,3,3,3,3
favor	3.00	3	3	1	7	3,3,3,3,3,3,3
girl power	3.00	3	3	1	7	3,3,3,3,3,3,3
our father	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
auntie	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
corgi	3.00	3	3	1	7	3,3,3,3,3,3,3
concern	3.00	3	3	1	8	3,3,3,3,3,3,3,3
sympathy	3.00	3	3	1	7	3,3,3,3,3,3,3
namaste	3.00	3	3	1	7	3,3,3,3,3,3,3
wife	3.00	3	3	1	7	3,3,3,3,3,3,3
spontaneous	3.00	3	3	1	8	3,3,3,3,3,3,3,3
thanks to	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
heal	3.00	3	3	1	7	3,3,3,3,3,3,3
humanizer	3.00	3	3	1	7	3,3,3,3,3,3,3
personable	3.00	3	3	1	8	3,3,3,3,3,3,3,3
sincerity	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
commiserate	3.00	3	3	1	6	3,3,3,3,3,3
beach ball	3.00	3	3	1	8	3,3,3,3,3,3,3,3
marvelous	3.00	3	3	1	7	3,3,3,3,3,3,3
generous	3.00	3	3	1	7	3,3,3,3,3,3,3
penpal	3.00	3	3	1	8	3,3,3,3,3,3,3,3
easter bunny	3.00	3	3	1	8	3,3,3,3,3,3,3,3
caress	3.00	3	3	1	5	3,3,3,3,3
trustworthiness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
celebration	3.00	3	3	1	8	3,3,3,3,3,3,3,3
day care	3.00	3	3	1	6	3,3,3,3,3,3
tribe	3.00	3	3	1	7	3,3,3,3,3,3,3
exhilaration	3.00	3	3	1	8	3,3,3,3,3,3,3,3
openhandedly	3.00	3	3	1	7	3,3,3,3,3,3,3
donated	3.00	3	3	1	7	3,3,3,3,3,3,3
gratitude	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
peachy	3.00	3	3	1	7	3,3,3,3,3,3,3
partner up	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
pleased with	3.00	3	3	1	7	3,3,3,3,3,3,3
farmhouse	3.00	3	3	1	7	3,3,3,3,3,3,3
niece	3.00	3	3	1	8	3,3,3,3,3,3,3,3
amicably	3.00	3	3	1	8	3,3,3,3,3,3,3,3
mittens	3.00	3	3	1	8	3,3,3,3,3,3,3,3
compliment	3.00	3	3	1	8	3,3,3,3,3,3,3,3
